version;site;sub;file;tr_seconds;pixel_size;volumes;image_size
ABIDE1;Caltech;sub-0051469;ABIDE1/raw/BIDS/Caltech/sub-0051469/func/sub-0051469_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051470;ABIDE1/raw/BIDS/Caltech/sub-0051470/func/sub-0051470_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051471;ABIDE1/raw/BIDS/Caltech/sub-0051471/func/sub-0051471_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051472;ABIDE1/raw/BIDS/Caltech/sub-0051472/func/sub-0051472_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051473;ABIDE1/raw/BIDS/Caltech/sub-0051473/func/sub-0051473_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051474;ABIDE1/raw/BIDS/Caltech/sub-0051474/func/sub-0051474_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051475;ABIDE1/raw/BIDS/Caltech/sub-0051475/func/sub-0051475_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051476;ABIDE1/raw/BIDS/Caltech/sub-0051476/func/sub-0051476_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051477;ABIDE1/raw/BIDS/Caltech/sub-0051477/func/sub-0051477_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051478;ABIDE1/raw/BIDS/Caltech/sub-0051478/func/sub-0051478_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051479;ABIDE1/raw/BIDS/Caltech/sub-0051479/func/sub-0051479_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051480;ABIDE1/raw/BIDS/Caltech/sub-0051480/func/sub-0051480_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051481;ABIDE1/raw/BIDS/Caltech/sub-0051481/func/sub-0051481_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051482;ABIDE1/raw/BIDS/Caltech/sub-0051482/func/sub-0051482_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051483;ABIDE1/raw/BIDS/Caltech/sub-0051483/func/sub-0051483_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051484;ABIDE1/raw/BIDS/Caltech/sub-0051484/func/sub-0051484_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051485;ABIDE1/raw/BIDS/Caltech/sub-0051485/func/sub-0051485_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051486;ABIDE1/raw/BIDS/Caltech/sub-0051486/func/sub-0051486_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.500000238418579 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051487;ABIDE1/raw/BIDS/Caltech/sub-0051487/func/sub-0051487_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051488;ABIDE1/raw/BIDS/Caltech/sub-0051488/func/sub-0051488_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051489;ABIDE1/raw/BIDS/Caltech/sub-0051489/func/sub-0051489_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051490;ABIDE1/raw/BIDS/Caltech/sub-0051490/func/sub-0051490_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051491;ABIDE1/raw/BIDS/Caltech/sub-0051491/func/sub-0051491_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051492;ABIDE1/raw/BIDS/Caltech/sub-0051492/func/sub-0051492_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;Caltech;sub-0051493;ABIDE1/raw/BIDS/Caltech/sub-0051493/func/sub-0051493_task-rest_run-1_bold.nii.gz;2.0;3.5 x 3.5 x 3.5 mm;150;64 x 64 x 34
ABIDE1;CMU_b;sub-0050643;ABIDE1/raw/BIDS/CMU_b/sub-0050643/func/sub-0050643_task-rest_run-1_bold.nii.gz;1.5;3.0 x 3.000000238418579 x 4.5 mm;320;64 x 64 x 21
ABIDE1;CMU_b;sub-0050644;ABIDE1/raw/BIDS/CMU_b/sub-0050644/func/sub-0050644_task-rest_run-1_bold.nii.gz;1.5;3.0 x 3.0 x 4.5 mm;320;64 x 64 x 21
ABIDE1;CMU_b;sub-0050645;ABIDE1/raw/BIDS/CMU_b/sub-0050645/func/sub-0050645_task-rest_run-1_bold.nii.gz;1.5;3.0 x 3.0 x 4.500000476837158 mm;320;64 x 64 x 21
ABIDE1;CMU_b;sub-0050648;ABIDE1/raw/BIDS/CMU_b/sub-0050648/func/sub-0050648_task-rest_run-1_bold.nii.gz;1.5;3.0 x 3.0 x 4.5 mm;320;64 x 64 x 21
ABIDE1;CMU_b;sub-0050650;ABIDE1/raw/BIDS/CMU_b/sub-0050650/func/sub-0050650_task-rest_run-1_bold.nii.gz;1.5;3.0 x 2.999999761581421 x 4.499999523162842 mm;320;64 x 64 x 21
ABIDE1;CMU_b;sub-0050651;ABIDE1/raw/BIDS/CMU_b/sub-0050651/func/sub-0050651_task-rest_run-1_bold.nii.gz;1.5;3.0 x 3.0 x 4.5 mm;320;64 x 64 x 21
ABIDE1;CMU_b;sub-0050652;ABIDE1/raw/BIDS/CMU_b/sub-0050652/func/sub-0050652_task-rest_run-1_bold.nii.gz;1.5;3.0 x 3.0 x 4.500000476837158 mm;320;64 x 64 x 21
ABIDE1;CMU_b;sub-0050655;ABIDE1/raw/BIDS/CMU_b/sub-0050655/func/sub-0050655_task-rest_run-1_bold.nii.gz;1.5;3.0 x 3.000000238418579 x 4.5 mm;320;64 x 64 x 21
ABIDE1;CMU_b;sub-0050657;ABIDE1/raw/BIDS/CMU_b/sub-0050657/func/sub-0050657_task-rest_run-1_bold.nii.gz;1.5;3.0 x 3.0 x 4.5 mm;320;64 x 64 x 21
ABIDE1;CMU_b;sub-0050658;ABIDE1/raw/BIDS/CMU_b/sub-0050658/func/sub-0050658_task-rest_run-1_bold.nii.gz;1.5;3.0 x 3.0 x 4.5 mm;320;64 x 64 x 21
ABIDE1;CMU_b;sub-0050661;ABIDE1/raw/BIDS/CMU_b/sub-0050661/func/sub-0050661_task-rest_run-1_bold.nii.gz;1.5;3.0 x 2.999999761581421 x 4.5 mm;320;64 x 64 x 21
ABIDE1;CMU_b;sub-0050667;ABIDE1/raw/BIDS/CMU_b/sub-0050667/func/sub-0050667_task-rest_run-1_bold.nii.gz;1.5;3.0 x 3.0 x 4.5 mm;320;64 x 64 x 21
ABIDE1;CMU_b;sub-0050669;ABIDE1/raw/BIDS/CMU_b/sub-0050669/func/sub-0050669_task-rest_run-1_bold.nii.gz;1.5;3.0 x 3.0 x 4.499999523162842 mm;320;64 x 64 x 21
ABIDE1;KKI;sub-0050772;ABIDE1/raw/BIDS/KKI/sub-0050772/func/sub-0050772_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050773;ABIDE1/raw/BIDS/KKI/sub-0050773/func/sub-0050773_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050774;ABIDE1/raw/BIDS/KKI/sub-0050774/func/sub-0050774_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050775;ABIDE1/raw/BIDS/KKI/sub-0050775/func/sub-0050775_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050776;ABIDE1/raw/BIDS/KKI/sub-0050776/func/sub-0050776_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050777;ABIDE1/raw/BIDS/KKI/sub-0050777/func/sub-0050777_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050778;ABIDE1/raw/BIDS/KKI/sub-0050778/func/sub-0050778_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050779;ABIDE1/raw/BIDS/KKI/sub-0050779/func/sub-0050779_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050780;ABIDE1/raw/BIDS/KKI/sub-0050780/func/sub-0050780_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050781;ABIDE1/raw/BIDS/KKI/sub-0050781/func/sub-0050781_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050782;ABIDE1/raw/BIDS/KKI/sub-0050782/func/sub-0050782_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050783;ABIDE1/raw/BIDS/KKI/sub-0050783/func/sub-0050783_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050784;ABIDE1/raw/BIDS/KKI/sub-0050784/func/sub-0050784_task-rest_run-1_bold.nii.gz;2.5;2.669999837875366 x 2.6700000762939453 x 3.000000238418579 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050785;ABIDE1/raw/BIDS/KKI/sub-0050785/func/sub-0050785_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050786;ABIDE1/raw/BIDS/KKI/sub-0050786/func/sub-0050786_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050787;ABIDE1/raw/BIDS/KKI/sub-0050787/func/sub-0050787_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050788;ABIDE1/raw/BIDS/KKI/sub-0050788/func/sub-0050788_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050789;ABIDE1/raw/BIDS/KKI/sub-0050789/func/sub-0050789_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050790;ABIDE1/raw/BIDS/KKI/sub-0050790/func/sub-0050790_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050791;ABIDE1/raw/BIDS/KKI/sub-0050791/func/sub-0050791_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;128;96 x 96 x 47
ABIDE1;KKI;sub-0050792;ABIDE1/raw/BIDS/KKI/sub-0050792/func/sub-0050792_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;128;96 x 96 x 47
ABIDE1;KKI;sub-0050793;ABIDE1/raw/BIDS/KKI/sub-0050793/func/sub-0050793_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;128;96 x 96 x 47
ABIDE1;KKI;sub-0050794;ABIDE1/raw/BIDS/KKI/sub-0050794/func/sub-0050794_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;128;96 x 96 x 47
ABIDE1;KKI;sub-0050795;ABIDE1/raw/BIDS/KKI/sub-0050795/func/sub-0050795_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050796;ABIDE1/raw/BIDS/KKI/sub-0050796/func/sub-0050796_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050797;ABIDE1/raw/BIDS/KKI/sub-0050797/func/sub-0050797_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050798;ABIDE1/raw/BIDS/KKI/sub-0050798/func/sub-0050798_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050799;ABIDE1/raw/BIDS/KKI/sub-0050799/func/sub-0050799_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050800;ABIDE1/raw/BIDS/KKI/sub-0050800/func/sub-0050800_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050801;ABIDE1/raw/BIDS/KKI/sub-0050801/func/sub-0050801_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050802;ABIDE1/raw/BIDS/KKI/sub-0050802/func/sub-0050802_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050803;ABIDE1/raw/BIDS/KKI/sub-0050803/func/sub-0050803_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050804;ABIDE1/raw/BIDS/KKI/sub-0050804/func/sub-0050804_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050805;ABIDE1/raw/BIDS/KKI/sub-0050805/func/sub-0050805_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050806;ABIDE1/raw/BIDS/KKI/sub-0050806/func/sub-0050806_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;142;96 x 96 x 47
ABIDE1;KKI;sub-0050807;ABIDE1/raw/BIDS/KKI/sub-0050807/func/sub-0050807_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050808;ABIDE1/raw/BIDS/KKI/sub-0050808/func/sub-0050808_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050809;ABIDE1/raw/BIDS/KKI/sub-0050809/func/sub-0050809_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050810;ABIDE1/raw/BIDS/KKI/sub-0050810/func/sub-0050810_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050811;ABIDE1/raw/BIDS/KKI/sub-0050811/func/sub-0050811_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050812;ABIDE1/raw/BIDS/KKI/sub-0050812/func/sub-0050812_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050813;ABIDE1/raw/BIDS/KKI/sub-0050813/func/sub-0050813_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050814;ABIDE1/raw/BIDS/KKI/sub-0050814/func/sub-0050814_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050815;ABIDE1/raw/BIDS/KKI/sub-0050815/func/sub-0050815_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050816;ABIDE1/raw/BIDS/KKI/sub-0050816/func/sub-0050816_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;128;96 x 96 x 47
ABIDE1;KKI;sub-0050817;ABIDE1/raw/BIDS/KKI/sub-0050817/func/sub-0050817_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;128;96 x 96 x 47
ABIDE1;KKI;sub-0050818;ABIDE1/raw/BIDS/KKI/sub-0050818/func/sub-0050818_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050819;ABIDE1/raw/BIDS/KKI/sub-0050819/func/sub-0050819_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050820;ABIDE1/raw/BIDS/KKI/sub-0050820/func/sub-0050820_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050821;ABIDE1/raw/BIDS/KKI/sub-0050821/func/sub-0050821_task-rest_run-1_bold.nii.gz;2.5;2.2899999618530273 x 2.2899999618530273 x 3.0 mm;156;112 x 112 x 47
ABIDE1;KKI;sub-0050822;ABIDE1/raw/BIDS/KKI/sub-0050822/func/sub-0050822_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050823;ABIDE1/raw/BIDS/KKI/sub-0050823/func/sub-0050823_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050824;ABIDE1/raw/BIDS/KKI/sub-0050824/func/sub-0050824_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050825;ABIDE1/raw/BIDS/KKI/sub-0050825/func/sub-0050825_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;KKI;sub-0050826;ABIDE1/raw/BIDS/KKI/sub-0050826/func/sub-0050826_task-rest_run-1_bold.nii.gz;2.5;2.6700000762939453 x 2.6700000762939453 x 3.0 mm;156;96 x 96 x 47
ABIDE1;Leuven_1;sub-0050682;ABIDE1/raw/BIDS/Leuven_1/sub-0050682/func/sub-0050682_task-rest_run-1_bold.nii.gz;1.6666500568389893;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
ABIDE1;Leuven_1;sub-0050683;ABIDE1/raw/BIDS/Leuven_1/sub-0050683/func/sub-0050683_task-rest_run-1_bold.nii.gz;1.666159987449646;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
ABIDE1;Leuven_1;sub-0050685;ABIDE1/raw/BIDS/Leuven_1/sub-0050685/func/sub-0050685_task-rest_run-1_bold.nii.gz;1.6657400131225586;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
ABIDE1;Leuven_1;sub-0050686;ABIDE1/raw/BIDS/Leuven_1/sub-0050686/func/sub-0050686_task-rest_run-1_bold.nii.gz;1.6663899421691895;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
ABIDE1;Leuven_1;sub-0050687;ABIDE1/raw/BIDS/Leuven_1/sub-0050687/func/sub-0050687_task-rest_run-1_bold.nii.gz;1.6664400100708008;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
ABIDE1;Leuven_1;sub-0050688;ABIDE1/raw/BIDS/Leuven_1/sub-0050688/func/sub-0050688_task-rest_run-1_bold.nii.gz;1.6668000221252441;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
ABIDE1;Leuven_1;sub-0050689;ABIDE1/raw/BIDS/Leuven_1/sub-0050689/func/sub-0050689_task-rest_run-1_bold.nii.gz;1.6660900115966797;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
ABIDE1;Leuven_1;sub-0050690;ABIDE1/raw/BIDS/Leuven_1/sub-0050690/func/sub-0050690_task-rest_run-1_bold.nii.gz;1.6661100387573242;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
ABIDE1;Leuven_1;sub-0050691;ABIDE1/raw/BIDS/Leuven_1/sub-0050691/func/sub-0050691_task-rest_run-1_bold.nii.gz;1.6655299663543701;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
ABIDE1;Leuven_1;sub-0050692;ABIDE1/raw/BIDS/Leuven_1/sub-0050692/func/sub-0050692_task-rest_run-1_bold.nii.gz;1.6667799949645996;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
ABIDE1;Leuven_1;sub-0050693;ABIDE1/raw/BIDS/Leuven_1/sub-0050693/func/sub-0050693_task-rest_run-1_bold.nii.gz;1.6658400297164917;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
ABIDE1;Leuven_1;sub-0050694;ABIDE1/raw/BIDS/Leuven_1/sub-0050694/func/sub-0050694_task-rest_run-1_bold.nii.gz;1.6672300100326538;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
ABIDE1;Leuven_1;sub-0050695;ABIDE1/raw/BIDS/Leuven_1/sub-0050695/func/sub-0050695_task-rest_run-1_bold.nii.gz;1.6651899814605713;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
ABIDE1;Leuven_1;sub-0050696;ABIDE1/raw/BIDS/Leuven_1/sub-0050696/func/sub-0050696_task-rest_run-1_bold.nii.gz;1.667099952697754;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
ABIDE1;Leuven_1;sub-0050697;ABIDE1/raw/BIDS/Leuven_1/sub-0050697/func/sub-0050697_task-rest_run-1_bold.nii.gz;1.6664899587631226;3.5940001010894775 x 3.5940001010894775 x 4.0 mm;250;64 x 64 x 32
